company,year,employees_start,employees_end,new_hires,layoffs,net_change,hiring_rate_pct,attrition_rate_pct,revenue_billions_usd,stock_price_change_pct,gdp_growth_us_pct,unemployment_rate_us_pct,is_estimated,confidence_level,data_quality_score
X (Twitter),2016,3900,3583,0,317,-317,0.0,8.1,2.53,10.7,1.6,4.9,false,High,95
X (Twitter),2017,3583,3200,0,383,-383,0.0,10.7,2.44,-12.4,2.4,4.4,false,High,95
X (Twitter),2018,3200,3900,796,96,700,24.9,3.0,3.04,26.8,2.9,3.9,false,High,95
X (Twitter),2019,3900,4900,1117,117,1000,28.6,3.0,3.46,8.7,2.3,3.7,false,High,95
X (Twitter),2020,4900,5800,1047,147,900,21.4,3.0,3.72,54.6,-2.8,8.1,false,High,95
X (Twitter),2021,5800,7500,1874,174,1700,32.3,3.0,5.08,36.4,5.8,5.4,false,High,95
X (Twitter),2022,7500,8000,950,450,500,12.7,6.0,4.4,-45.8,1.9,3.6,false,High,95
X (Twitter),2023,8000,1500,0,6500,-6500,0.0,81.2,3.4,22.0,2.5,3.7,false,High,95
X (Twitter),2024,1500,1600,145,45,100,9.7,3.0,3.8,46.0,2.8,4.1,true,Medium,85
X (Twitter),2025,1600,1700,148,48,100,9.2,3.0,4.2,-1.3,2.3,4.2,true,Medium,85
